BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndividual,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndividual,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistControllingBehaviour,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_Jointlocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Check,TypeForceUsed_IntermediateWeapon_OC_Check,TypeForceUsed_IntermediateWeapon_OC_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Baton_Check,TypeForceUsed_IntermediateWeapon_Baton_Hard,TypeForceUsed_IntermediateWeapon_Baton_Soft,TypeForceUsed_IntermediateWeapon_Baton_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Check,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Disconnect,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_OperatorError,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_ProbeMiss,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_WeaponMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Other,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Drawn,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Pointed,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Discharged,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_Cartridge,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_DrivePushStun,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_ThreePointContact,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DrivePushStunCycles,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_ThreePointContactCycles,TypeForceUsed_LessLethalFirearm_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Pointed,TypeForceUsed_LessLethalFirearm_Shotgun_Discharged,TypeForceUsed_LessLethalFirearm_Shotgun_AssistControllingBehaviour,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Check,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Pointed,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Discharged,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_AssistControllingBehaviour,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistControllingBehaviour,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistControllingBehaviour,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistControllingBehaviour,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnotherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndividualInjuries_PhysicalInjuriesIndividual,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
365863383,2,Middle Eastern,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,1,,,1,,,,,,1,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
365863383,3,White,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,1,,,1,,,,,,1,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
376592594,1,Black,No,35 - 44,Female,Less than 3 metres (approx. 10 feet),,,1,1,1,1,,,,1,,,1,,1,,,,Yes,No,Yes,1,,,,,1,,,No,,,,,1,1,1,1,,1,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,,,,,,1
841279034,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,,,1,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
841279034,2,Black,No,45 - 54,Female,3 to 7 metres (approx. 10 to 23 feet),,,,,,,,1,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
841279034,3,Black,No,17 and younger,Female,3 to 7 metres (approx. 10 to 23 feet),,,,,,,,1,,,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
654013802,1,Black,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,1,,,,1,,1,,,,,1,Yes,Yes,No,,,,,,,,,"",,,,1,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
654013802,2,Black,No,45 - 54,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,1,,,,1,,1,,,,,,Yes,Yes,No,,,,,,,,,"",,,,1,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,,1,No,,,,,,,
786798497,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,1,1,,,,1,,,,,1,,1,,Yes,No,Yes,1,,,1,,,,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,No,,,,"",,,,"","","",,,,No,,,,,,,
791196649,1,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,,,,,,,,,,1,1,,Yes,Yes,Yes,1,,,1,1,1,1,,Yes,,,,,1,,,,1,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
314549273,1,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,,,,,,,,,,1,1,,Yes,Yes,Yes,1,,,1,,1,1,,Yes,,,,,1,,,,1,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
448639288,1,Black,Yes,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,1,1,1,,,,,,,,,1,,,Yes,No,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
452438534,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
223442106,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
957496666,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
385578537,1,East/Southeast Asian,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
395893081,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
395893081,2,Latino,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
395893081,3,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
382894102,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,1,,No,,,,,,,
382894102,2,Latino,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,1,,No,,,,,,,
382894102,3,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,,1,1,,,,1,,,,,,,,,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,1,,No,,,,,,,
418182568,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,,1,,,,,1,,,,,,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
299601154,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,,1,,,,,1,,,,,,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
709049767,1,Black,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,1,,,1,,,,,1,,,,,,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
821335770,1,Black,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,1,,1,,,,,,1,,,,1,,,Yes,No,Yes,1,,,,,,,,No,,,,,1,,1,,1,,,,Yes,1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
833327236,1,South Asian,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),,,,1,1,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
331720488,1,Middle Eastern,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,,1,1,,,,1,,,,,,1,1,1,Yes,Yes,Yes,1,,,,1,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
379238601,1,Middle Eastern,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,,,,1,,,,,,1,1,1,Yes,Yes,Yes,1,,,,1,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
120522457,1,Indigenous,No,17 and younger,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,,1,,,,,,1,,,,1,1,Yes,Yes,Yes,1,,,1,,1,1,,Yes,,,,,1,,,,1,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
791065783,1,Black,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),,,,1,,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
791065783,2,Black,No,17 and younger,Male,Greater than 7 metres (more than 23 feet),,,,1,,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
791065783,3,Black,No,17 and younger,Male,Greater than 7 metres (more than 23 feet),,,,1,1,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
374636783,1,Indigenous,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,,1,1,1,1,1,,,,,1,,,,1,,,Yes,No,Yes,1,1,1,1,1,1,1,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,,,,1,,
782319505,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,,,,1,,1,,,,1,,,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
430153830,1,East/Southeast Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,,1,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,,,,1,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
839045049,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,,,,,,,,1,,1,1,,,1,,,,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,1,,1,,Single Cycle (5 seconds),"",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
562050212,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,1,,1,1,,,,,,,,,1,,,1,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,No,,,,No,,,,,,,
607847322,1,White,No,55 - 64,Female,Less than 3 metres (approx. 10 feet),,,,,,1,,,,,,,,,,1,1,,Yes,No,Yes,1,1,1,,,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
574903413,1,South Asian,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,1,1,,,,1,,,1,,1,,1,,Yes,No,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,No,,,,"",,,,"",No,"",1,,,No,,,,,,,
390849972,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,,1,1,,,1,1,1,,,,1,,,Yes,No,Yes,1,,,,1,,,,No,,,,,,,,,,,,,"",1,1,No,,,,"",1,Yes,,,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
363335622,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,1,1,1,,,1,,1,1,,,,,1,Yes,Yes,Yes,1,,1,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
363335622,2,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,1,1,1,,,1,,1,1,,,,,1,Yes,Yes,Yes,1,,1,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
363335622,3,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,1,1,1,1,1,,,1,,1,1,,,,,1,Yes,Yes,Yes,1,,1,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
941479912,1,White,No,17 and younger,Male,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,,,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
941479912,2,White,No,45 - 54,Female,Less than 3 metres (approx. 10 feet),,,,1,1,1,,,,1,,,1,,,,,1,No,"",No,,,,,,,,,"",,,,1,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
865540131,1,Latino,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),,,,,1,,,,,1,,,,,,1,,,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
791876013,1,White,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
791876013,2,White,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
791876013,3,Middle Eastern,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
791876013,4,Middle Eastern,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
984938583,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,1,1,,,,,,,,,,,1,1,Yes,No,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,No,,,,No,,,,,,,
809596119,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,1,1,1,1,1,,,,1,,,,,,,1,1,Yes,No,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,No,,,,"",,,,"",Yes,No,,,,No,,,,,,,
230812871,1,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,1,1,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,"",1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
230812871,2,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,1,1,,,1,1,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,"",1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
230812871,3,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,,1,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,"",1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
616276203,1,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,,,1,1,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,"",1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
616276203,2,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,1,1,,,1,1,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,"",1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
616276203,3,East/Southeast Asian,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),,1,,1,1,1,1,,,1,,,1,,,1,,,Yes,No,Yes,1,1,,,,,,,No,,,,,,,,,,,,,"",1,1,Yes,,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,"Don't Know (e.g., individual fled/escaped)",,,,,,,
